log_id,user_id,department,timestamp,resource_accessed,action,data_volume_mb,resource_sensitivity,is_planted_anomaly,anomaly_reason
6322,EMP046,Sales,2026-06-29 10:48:05.052553,Sales_Dashboard,edit,1.56,6,0,
2510,EMP021,Engineering,2026-06-29 10:48:24.052553,CI_CD_Pipeline,view,0.71,6,0,
788,EMP005,IT_Admin,2026-06-29 10:49:04.052553,All_Systems_Console,view,0.53,10,0,
6323,EMP046,Sales,2026-06-29 10:49:17.052553,CRM_System,download,13.3,6,0,
4762,EMP036,HR,2026-06-29 10:52:12.052553,Employee_Records,view,0.37,9,0,
3037,EMP025,Engineering,2026-06-29 10:53:58.052553,Cloud_Infra_Console,edit,1.97,6,0,
4558,EMP035,Finance,2026-06-29 10:54:47.052553,Tax_Records,view,0.52,9,0,
5571,EMP041,HR,2026-06-29 10:56:13.052553,Performance_Reviews,edit,0.99,9,0,
2084,EMP016,Marketing,2026-06-29 10:56:43.052553,Social_Media_Tools,edit,0.46,4,0,
3271,EMP027,Finance,2026-06-29 10:57:02.052553,Tax_Records,edit,0.83,9,0,
6319,EMP046,Sales,2026-06-29 10:58:48.052553,Pricing_Sheets,view,2.46,6,0,
2235,EMP018,Engineering,2026-06-29 11:01:11.052553,Cloud_Infra_Console,download,3.95,6,0,
790,EMP005,IT_Admin,2026-06-29 11:03:50.052553,Backup_System,view,0.72,10,0,
5716,EMP042,Engineering,2026-06-29 11:06:05.052553,CI_CD_Pipeline,edit,0.02,6,0,
4199,EMP033,Sales,2026-06-29 11:08:18.052553,Pricing_Sheets,edit,1.47,6,0,
585,EMP004,HR,2026-06-29 11:09:17.052553,Payroll_DB,download,1.22,9,0,
59,EMP001,IT_Admin,2026-06-29 11:13:32.052553,Server_Logs,view,1.66,10,0,
55,EMP001,IT_Admin,2026-06-29 11:13:42.052553,Server_Logs,view,0.95,10,0,
4417,EMP034,IT_Admin,2026-06-29 11:16:10.052553,All_Systems_Console,view,3.23,10,0,
936,EMP006,IT_Admin,2026-06-29 11:17:25.052553,User_Access_Manager,edit,0.15,10,0,
3126,EMP026,Sales,2026-06-29 11:18:08.052553,Customer_Contracts,edit,0.01,6,0,
4206,EMP033,Sales,2026-06-29 11:18:39.052553,CRM_System,edit,0.04,6,0,
4202,EMP033,Sales,2026-06-29 11:21:06.052553,CRM_System,download,0.05,6,0,
5410,EMP039,Engineering,2026-06-29 11:22:59.052553,Cloud_Infra_Console,view,0.37,6,0,
56,EMP001,IT_Admin,2026-06-29 11:25:08.052553,Server_Logs,view,1.35,10,0,
1396,EMP011,HR,2026-06-29 11:26:27.052553,Recruitment_System,view,1.98,9,0,
2088,EMP016,Marketing,2026-06-29 11:39:50.052553,Analytics_Portal,edit,2.0,4,0,
5407,EMP039,Engineering,2026-06-29 11:43:13.052553,Bug_Tracker,view,0.09,6,0,
586,EMP004,HR,2026-06-29 11:46:48.052553,Employee_Records,view,0.1,9,0,
593,EMP004,HR,2026-06-29 11:49:43.052553,Recruitment_System,view,0.32,9,0,
2656,EMP022,HR,2026-06-29 11:54:01.052553,Recruitment_System,view,0.27,9,0,
4208,EMP033,Sales,2026-06-29 11:54:16.052553,Customer_Contracts,edit,0.57,6,0,
4765,EMP036,HR,2026-06-29 12:03:40.052553,Payroll_DB,edit,1.7,9,0,
5406,EMP039,Engineering,2026-06-29 12:10:33.052553,CI_CD_Pipeline,view,0.84,6,0,
592,EMP004,HR,2026-06-29 12:18:14.052553,Recruitment_System,view,1.26,9,0,
1395,EMP011,HR,2026-06-29 12:27:20.052553,Employee_Records,view,1.5,9,0,
5031,EMP037,Finance,2026-06-29 12:32:53.052553,Budget_Sheets,edit,1.22,9,0,
6656,EMP049,HR,2026-06-29 12:38:57.052553,Payroll_DB,view,0.67,9,0,
3469,EMP028,Marketing,2026-06-29 12:39:32.052553,Analytics_Portal,edit,0.31,4,0,
594,EMP004,HR,2026-06-29 12:56:09.052553,Payroll_DB,view,0.08,9,0,
3471,EMP028,Marketing,2026-06-29 13:46:30.052553,Analytics_Portal,download,16.47,4,0,
584,EMP004,HR,2026-06-29 13:52:14.052553,Payroll_DB,view,0.18,9,0,
4205,EMP033,Sales,2026-06-29 13:52:31.052553,CRM_System,view,0.35,6,0,
5709,EMP042,Engineering,2026-06-29 13:53:04.052553,CI_CD_Pipeline,view,1.08,6,0,
4209,EMP033,Sales,2026-06-30 06:06:31.052553,Customer_Contracts,edit,1.25,6,0,
2912,EMP024,Marketing,2026-06-30 06:08:22.052553,Social_Media_Tools,edit,0.45,4,0,
2906,EMP024,Marketing,2026-06-30 06:09:33.052553,Social_Media_Tools,edit,1.02,4,0,
1746,EMP014,IT_Admin,2026-06-30 06:10:45.052553,Server_Logs,view,3.83,10,0,
1747,EMP014,IT_Admin,2026-06-30 06:11:53.052553,User_Access_Manager,view,0.2,10,0,
6546,EMP048,IT_Admin,2026-06-30 06:16:57.052553,Backup_System,view,1.12,10,0,
3628,EMP029,Finance,2026-06-30 06:20:39.052553,Budget_Sheets,edit,0.7,9,0,
1400,EMP011,HR,2026-06-30 06:23:09.052553,Employee_Records,view,1.82,9,0,
6809,EMP050,Marketing,2026-06-30 06:45:48.052553,Analytics_Portal,view,3.6,4,0,
1203,EMP009,Finance,2026-06-30 06:51:20.052553,Budget_Sheets,view,0.6,9,0,
6134,EMP045,IT_Admin,2026-06-30 06:51:49.052553,User_Access_Manager,view,0.86,10,0,
2407,EMP020,Marketing,2026-06-30 06:52:15.052553,Social_Media_Tools,edit,0.27,4,0,
5577,EMP041,HR,2026-06-30 07:04:12.052553,Payroll_DB,edit,0.34,9,0,
2908,EMP024,Marketing,2026-06-30 07:04:51.052553,Social_Media_Tools,view,2.19,4,0,
997,EMP007,Sales,2026-06-30 07:04:52.052553,CRM_System,view,0.26,6,0,
5473,EMP040,IT_Admin,2026-06-30 07:05:29.052553,User_Access_Manager,download,8.34,10,0,
6547,EMP048,IT_Admin,2026-06-30 07:06:10.052553,All_Systems_Console,edit,1.17,10,0,
1748,EMP014,IT_Admin,2026-06-30 07:07:02.052553,Server_Logs,view,1.31,10,0,
425,EMP003,Engineering,2026-06-30 07:12:02.052553,CI_CD_Pipeline,edit,1.0,6,0,
5254,EMP038,Finance,2026-06-30 07:12:08.052553,Invoice_System,view,0.02,9,0,
1743,EMP014,IT_Admin,2026-06-30 07:16:14.052553,Backup_System,view,4.89,10,0,
5249,EMP038,Finance,2026-06-30 07:19:41.052553,Payroll_DB,view,0.08,9,0,
3286,EMP027,Finance,2026-06-30 07:19:50.052553,Invoice_System,edit,1.6,9,0,
2900,EMP024,Marketing,2026-06-30 07:21:25.052553,Analytics_Portal,download,3.51,4,0,
258,EMP002,Finance,2026-06-30 07:24:36.052553,Tax_Records,view,0.98,9,0,
6544,EMP048,IT_Admin,2026-06-30 07:26:49.052553,Backup_System,view,0.22,10,0,
5255,EMP038,Finance,2026-06-30 07:27:56.052553,Payroll_DB,view,0.01,9,0,
1571,EMP013,Sales,2026-06-30 07:28:24.052553,Pricing_Sheets,view,1.14,6,0,
1879,EMP015,IT_Admin,2026-06-30 07:34:13.052553,Server_Logs,view,1.95,10,0,
5252,EMP038,Finance,2026-06-30 07:36:26.052553,Tax_Records,view,2.02,9,0,
4432,EMP034,IT_Admin,2026-06-30 07:38:54.052553,Backup_System,edit,0.18,10,0,
1296,EMP010,Finance,2026-06-30 07:40:34.052553,Tax_Records,download,0.03,9,0,
5253,EMP038,Finance,2026-06-30 07:41:38.052553,Budget_Sheets,view,3.66,9,0,
5257,EMP038,Finance,2026-06-30 07:42:08.052553,Tax_Records,download,4.17,9,0,
4437,EMP034,IT_Admin,2026-06-30 07:46:16.052553,User_Access_Manager,view,0.18,10,0,
3281,EMP027,Finance,2026-06-30 07:49:17.052553,Budget_Sheets,view,1.24,9,0,
4433,EMP034,IT_Admin,2026-06-30 07:50:01.052553,User_Access_Manager,view,0.02,10,0,
2904,EMP024,Marketing,2026-06-30 07:50:50.052553,Social_Media_Tools,view,3.83,4,0,
2410,EMP020,Marketing,2026-06-30 07:55:44.052553,Analytics_Portal,edit,0.62,4,0,
3280,EMP027,Finance,2026-06-30 07:56:14.052553,Payroll_DB,view,1.57,9,0,
3132,EMP026,Sales,2026-06-30 07:56:18.052553,Sales_Dashboard,view,3.62,6,0,
2411,EMP020,Marketing,2026-06-30 07:56:59.052553,Campaign_Dashboard,view,0.37,4,0,
1477,EMP012,Sales,2026-06-30 07:57:24.052553,CRM_System,edit,0.18,6,0,
1742,EMP014,IT_Admin,2026-06-30 07:57:50.052553,Server_Logs,view,1.53,10,0,
1753,EMP014,IT_Admin,2026-06-30 08:01:25.052553,Backup_System,edit,0.54,10,0,
2909,EMP024,Marketing,2026-06-30 08:02:13.052553,Social_Media_Tools,edit,0.04,4,0,
1575,EMP013,Sales,2026-06-30 08:02:36.052553,Sales_Dashboard,edit,0.35,6,0,
1401,EMP011,HR,2026-06-30 08:03:15.052553,Payroll_DB,edit,0.45,9,0,
5044,EMP037,Finance,2026-06-30 08:04:21.052553,Payroll_DB,download,20.22,9,0,
4425,EMP034,IT_Admin,2026-06-30 08:05:23.052553,Server_Logs,view,1.6,10,0,
796,EMP005,IT_Admin,2026-06-30 08:05:59.052553,Backup_System,view,0.6,10,0,
6480,EMP047,HR,2026-06-30 08:06:20.052553,Performance_Reviews,view,0.23,9,0,
2412,EMP020,Marketing,2026-06-30 08:07:55.052553,Social_Media_Tools,download,3.93,4,0,
1294,EMP010,Finance,2026-06-30 08:08:44.052553,Invoice_System,view,1.07,9,0,
5256,EMP038,Finance,2026-06-30 08:09:16.052553,Invoice_System,edit,1.17,9,0,
6131,EMP045,IT_Admin,2026-06-30 08:09:42.052553,Backup_System,view,0.21,10,0,
3623,EMP029,Finance,2026-06-30 08:10:13.052553,Tax_Records,edit,0.86,9,0,
1752,EMP014,IT_Admin,2026-06-30 08:10:34.052553,Server_Logs,view,0.15,10,0,
6482,EMP047,HR,2026-06-30 08:11:16.052553,Recruitment_System,view,0.85,9,0,
6483,EMP047,HR,2026-06-30 08:15:37.052553,Recruitment_System,view,3.34,9,0,
5413,EMP039,Engineering,2026-06-30 08:16:50.052553,Source_Code_Repo,edit,0.06,6,0,
2518,EMP021,Engineering,2026-06-30 08:17:27.052553,CI_CD_Pipeline,view,1.04,6,0,
3134,EMP026,Sales,2026-06-30 08:18:06.052553,Customer_Contracts,view,0.01,6,0,
1745,EMP014,IT_Admin,2026-06-30 08:18:29.052553,User_Access_Manager,edit,0.25,10,0,
6543,EMP048,IT_Admin,2026-06-30 08:18:38.052553,User_Access_Manager,view,0.7,10,0,
1209,EMP009,Finance,2026-06-30 08:19:36.052553,Tax_Records,edit,0.3,9,0,
2405,EMP020,Marketing,2026-06-30 08:21:38.052553,Analytics_Portal,view,0.52,4,0,
800,EMP005,IT_Admin,2026-06-30 08:22:33.052553,Server_Logs,view,1.07,10,0,
421,EMP003,Engineering,2026-06-30 08:22:34.052553,Cloud_Infra_Console,edit,0.18,6,0,
6129,EMP045,IT_Admin,2026-06-30 08:23:14.052553,Backup_System,view,2.01,10,0,
2176,EMP017,Marketing,2026-06-30 08:23:59.052553,Campaign_Dashboard,view,1.18,4,0,
2408,EMP020,Marketing,2026-06-30 08:24:39.052553,CRM_System,download,2.03,4,0,
1213,EMP009,Finance,2026-06-30 08:25:50.052553,Tax_Records,edit,0.22,9,0,
2911,EMP024,Marketing,2026-06-30 08:27:22.052553,CRM_System,view,3.41,4,0,
5250,EMP038,Finance,2026-06-30 08:27:25.052553,Invoice_System,edit,0.12,9,0,
795,EMP005,IT_Admin,2026-06-30 08:27:46.052553,User_Access_Manager,view,0.23,10,0,
5718,EMP042,Engineering,2026-06-30 08:27:54.052553,Source_Code_Repo,edit,2.04,6,0,
6128,EMP045,IT_Admin,2026-06-30 08:28:04.052553,User_Access_Manager,view,0.52,10,0,
1570,EMP013,Sales,2026-06-30 08:29:32.052553,Sales_Dashboard,view,0.53,6,0,
6811,EMP050,Marketing,2026-06-30 08:30:05.052553,Campaign_Dashboard,edit,0.95,4,0,
1876,EMP015,IT_Admin,2026-06-30 08:32:51.052553,Server_Logs,view,4.5,10,0,
2732,EMP023,Finance,2026-06-30 08:34:44.052553,Invoice_System,download,3.57,9,0,
5580,EMP041,HR,2026-06-30 08:34:54.052553,Payroll_DB,view,0.29,9,0,
5962,EMP044,IT_Admin,2026-06-30 08:35:26.052553,All_Systems_Console,edit,0.14,10,0,
1208,EMP009,Finance,2026-06-30 08:35:35.052553,Budget_Sheets,view,1.38,9,0,
6806,EMP050,Marketing,2026-06-30 08:35:37.052553,Analytics_Portal,view,0.29,4,0,
4430,EMP034,IT_Admin,2026-06-30 08:35:45.052553,All_Systems_Console,edit,1.25,10,0,
2734,EMP023,Finance,2026-06-30 08:35:50.052553,Invoice_System,view,0.48,9,0,
4775,EMP036,HR,2026-06-30 08:36:12.052553,Performance_Reviews,view,0.76,9,0,
6484,EMP047,HR,2026-06-30 08:36:16.052553,Employee_Records,edit,0.08,9,0,
6135,EMP045,IT_Admin,2026-06-30 08:36:37.052553,User_Access_Manager,edit,0.58,10,0,
3284,EMP027,Finance,2026-06-30 08:36:48.052553,Invoice_System,view,1.11,9,0,
5961,EMP044,IT_Admin,2026-06-30 08:37:52.052553,Backup_System,edit,0.5,10,0,
1397,EMP011,HR,2026-06-30 08:38:41.052553,Employee_Records,edit,1.83,9,0,
5251,EMP038,Finance,2026-06-30 08:38:49.052553,Invoice_System,edit,1.18,9,0,
1881,EMP015,IT_Admin,2026-06-30 08:39:47.052553,All_Systems_Console,edit,0.01,10,0,
6479,EMP047,HR,2026-06-30 08:40:05.052553,Performance_Reviews,view,0.05,9,0,
3288,EMP027,Finance,2026-06-30 08:42:09.052553,Invoice_System,edit,3.96,9,0,
2907,EMP024,Marketing,2026-06-30 08:42:10.052553,Social_Media_Tools,view,0.14,4,0,
1206,EMP009,Finance,2026-06-30 08:43:25.052553,Invoice_System,view,1.12,9,0,
2406,EMP020,Marketing,2026-06-30 08:43:56.052553,Social_Media_Tools,download,4.25,4,0,
259,EMP002,Finance,2026-06-30 08:44:18.052553,Payroll_DB,download,0.75,9,0,
3622,EMP029,Finance,2026-06-30 08:44:40.052553,Tax_Records,edit,0.38,9,0,
799,EMP005,IT_Admin,2026-06-30 08:45:08.052553,All_Systems_Console,view,0.77,10,0,
5579,EMP041,HR,2026-06-30 08:45:38.052553,Payroll_DB,view,0.89,9,0,
3278,EMP027,Finance,2026-06-30 08:46:23.052553,Tax_Records,view,0.89,9,0,
65,EMP001,IT_Admin,2026-06-30 08:47:35.052553,User_Access_Manager,view,0.86,10,0,
420,EMP003,Engineering,2026-06-30 08:47:48.052553,Cloud_Infra_Console,view,1.36,6,0,
5824,EMP043,IT_Admin,2026-06-30 08:48:19.052553,Server_Logs,edit,0.24,10,0,
3624,EMP029,Finance,2026-06-30 08:48:22.052553,Invoice_System,edit,0.22,9,0,
3629,EMP029,Finance,2026-06-30 08:48:24.052553,Invoice_System,view,0.03,9,0,
2413,EMP020,Marketing,2026-06-30 08:48:52.052553,Campaign_Dashboard,view,0.8,4,0,
4769,EMP036,HR,2026-06-30 08:49:47.052553,Employee_Records,view,0.89,9,0,
6127,EMP045,IT_Admin,2026-06-30 08:50:06.052553,User_Access_Manager,view,1.97,10,0,
5578,EMP041,HR,2026-06-30 08:50:10.052553,Payroll_DB,download,0.66,9,0,
1207,EMP009,Finance,2026-06-30 08:50:35.052553,Budget_Sheets,view,0.1,9,0,
3625,EMP029,Finance,2026-06-30 08:54:05.052553,Tax_Records,view,2.56,9,0,
1573,EMP013,Sales,2026-06-30 08:54:46.052553,Customer_Contracts,edit,1.03,6,0,
4435,EMP034,IT_Admin,2026-06-30 08:55:25.052553,Server_Logs,edit,4.44,10,0,
6812,EMP050,Marketing,2026-06-30 08:55:41.052553,Analytics_Portal,download,3.7,4,0,
5475,EMP040,IT_Admin,2026-06-30 08:56:23.052553,All_Systems_Console,view,0.21,10,0,
3283,EMP027,Finance,2026-06-30 08:56:38.052553,Invoice_System,download,2.02,9,0,
3135,EMP026,Sales,2026-06-30 08:56:57.052553,Pricing_Sheets,view,1.83,6,0,
5412,EMP039,Engineering,2026-06-30 08:59:18.052553,CI_CD_Pipeline,view,2.2,6,0,
5822,EMP043,IT_Admin,2026-06-30 09:00:29.052553,Server_Logs,view,0.04,10,0,
2905,EMP024,Marketing,2026-06-30 09:00:31.052553,Campaign_Dashboard,view,0.17,4,0,
4210,EMP033,Sales,2026-06-30 09:02:25.052553,Pricing_Sheets,edit,0.81,6,0,
4772,EMP036,HR,2026-06-30 09:02:28.052553,Payroll_DB,edit,1.11,9,0,
4434,EMP034,IT_Admin,2026-06-30 09:03:17.052553,All_Systems_Console,download,8.1,10,0,
6132,EMP045,IT_Admin,2026-06-30 09:06:57.052553,User_Access_Manager,edit,0.62,10,0,
2903,EMP024,Marketing,2026-06-30 09:07:27.052553,Analytics_Portal,view,1.28,4,0,
4221,EMP033,Sales,2026-06-30 09:07:59.052553,Pricing_Sheets,download,2.01,6,0,
1568,EMP013,Sales,2026-06-30 09:08:41.052553,Sales_Dashboard,edit,0.17,6,0,
6808,EMP050,Marketing,2026-06-30 09:09:18.052553,Campaign_Dashboard,edit,0.89,4,0,
1299,EMP010,Finance,2026-06-30 09:09:19.052553,Payroll_DB,view,1.52,9,0,
1204,EMP009,Finance,2026-06-30 09:09:27.052553,Tax_Records,view,3.16,9,0,
1398,EMP011,HR,2026-06-30 09:10:22.052553,Performance_Reviews,edit,0.67,9,0,
3282,EMP027,Finance,2026-06-30 09:10:32.052553,Invoice_System,download,5.66,9,0,
4771,EMP036,HR,2026-06-30 09:11:02.052553,Employee_Records,edit,2.18,9,0,
1473,EMP012,Sales,2026-06-30 09:11:10.052553,Pricing_Sheets,edit,0.13,6,0,
5581,EMP041,HR,2026-06-30 09:11:29.052553,Employee_Records,view,1.06,9,0,
422,EMP003,Engineering,2026-06-30 09:11:53.052553,Bug_Tracker,download,3.54,6,0,
4774,EMP036,HR,2026-06-30 09:12:59.052553,Payroll_DB,view,1.42,9,0,
263,EMP002,Finance,2026-06-30 09:14:38.052553,Tax_Records,view,0.29,9,0,
4562,EMP035,Finance,2026-06-30 09:17:17.052553,Payroll_DB,edit,0.16,9,0,
2901,EMP024,Marketing,2026-06-30 09:17:19.052553,Campaign_Dashboard,view,0.79,4,0,
1574,EMP013,Sales,2026-06-30 09:17:26.052553,Pricing_Sheets,view,2.26,6,0,
1744,EMP014,IT_Admin,2026-06-30 09:18:49.052553,All_Systems_Console,view,1.78,10,0,
3627,EMP029,Finance,2026-06-30 09:19:06.052553,Payroll_DB,edit,0.7,9,0,
1880,EMP015,IT_Admin,2026-06-30 09:19:36.052553,Backup_System,edit,0.42,10,0,
5414,EMP039,Engineering,2026-06-30 09:19:39.052553,Source_Code_Repo,view,0.66,6,0,
5576,EMP041,HR,2026-06-30 09:19:49.052553,Employee_Records,view,0.14,9,0,
4428,EMP034,IT_Admin,2026-06-30 09:20:23.052553,All_Systems_Console,view,1.19,10,0,
598,EMP004,HR,2026-06-30 09:20:44.052553,Performance_Reviews,view,0.78,9,0,
2520,EMP021,Engineering,2026-06-30 09:20:54.052553,Source_Code_Repo,edit,0.08,6,0,
3285,EMP027,Finance,2026-06-30 09:21:50.052553,Payroll_DB,download,12.22,9,0,
1751,EMP014,IT_Admin,2026-06-30 09:22:09.052553,Server_Logs,view,2.01,10,0,
4770,EMP036,HR,2026-06-30 09:24:25.052553,Employee_Records,view,1.51,9,0,
3279,EMP027,Finance,2026-06-30 09:25:19.052553,Payroll_DB,download,6.07,9,0,
4426,EMP034,IT_Admin,2026-06-30 09:25:24.052553,All_Systems_Console,view,0.29,10,0,
1210,EMP009,Finance,2026-06-30 09:25:47.052553,Invoice_System,edit,0.57,9,0,
5823,EMP043,IT_Admin,2026-06-30 09:26:03.052553,User_Access_Manager,edit,0.88,10,0,
2516,EMP021,Engineering,2026-06-30 09:26:45.052553,Bug_Tracker,view,0.21,6,0,
2733,EMP023,Finance,2026-06-30 09:27:22.052553,Budget_Sheets,edit,2.66,9,0,
596,EMP004,HR,2026-06-30 09:27:35.052553,Performance_Reviews,view,0.73,9,0,
1399,EMP011,HR,2026-06-30 09:28:02.052553,Payroll_DB,view,1.35,9,0,
1749,EMP014,IT_Admin,2026-06-30 09:28:16.052553,Server_Logs,view,0.54,10,0,
1298,EMP010,Finance,2026-06-30 09:28:19.052553,Tax_Records,view,0.07,9,0,
3136,EMP026,Sales,2026-06-30 09:28:20.052553,Customer_Contracts,edit,0.78,6,0,
5575,EMP041,HR,2026-06-30 09:29:06.052553,Payroll_DB,view,1.6,9,0,
1295,EMP010,Finance,2026-06-30 09:29:40.052553,Budget_Sheets,view,0.66,9,0,
4021,EMP032,Sales,2026-06-30 09:30:02.052553,Pricing_Sheets,view,2.43,6,0,
1297,EMP010,Finance,2026-06-30 09:30:34.052553,Invoice_System,edit,0.8,9,0,
423,EMP003,Engineering,2026-06-30 09:30:40.052553,CI_CD_Pipeline,edit,0.01,6,0,
6481,EMP047,HR,2026-06-30 09:33:28.052553,Employee_Records,view,0.1,9,0,
2902,EMP024,Marketing,2026-06-30 09:33:44.052553,Social_Media_Tools,edit,1.85,4,0,
3626,EMP029,Finance,2026-06-30 09:34:47.052553,Invoice_System,view,0.5,9,0,
595,EMP004,HR,2026-06-30 09:35:37.052553,Payroll_DB,edit,0.26,9,0,
6126,EMP045,IT_Admin,2026-06-30 09:36:13.052553,Backup_System,view,0.78,10,0,
66,EMP001,IT_Admin,2026-06-30 09:38:13.052553,Server_Logs,view,0.04,10,0,
797,EMP005,IT_Admin,2026-06-30 09:39:38.052553,All_Systems_Console,view,4.2,10,0,
1878,EMP015,IT_Admin,2026-06-30 09:40:54.052553,All_Systems_Console,edit,4.85,10,0,
4768,EMP036,HR,2026-06-30 09:42:08.052553,Employee_Records,view,2.52,9,0,
5046,EMP037,Finance,2026-06-30 09:42:24.052553,Budget_Sheets,view,4.56,9,0,
4022,EMP032,Sales,2026-06-30 09:44:27.052553,CRM_System,view,1.12,6,0,
4211,EMP033,Sales,2026-06-30 09:44:30.052553,Sales_Dashboard,view,0.4,6,0,
1474,EMP012,Sales,2026-06-30 09:44:44.052553,Customer_Contracts,download,1.7,6,0,
5049,EMP037,Finance,2026-06-30 09:45:53.052553,Invoice_System,download,3.16,9,0,
6805,EMP050,Marketing,2026-06-30 09:46:20.052553,Campaign_Dashboard,view,0.26,4,0,
5573,EMP041,HR,2026-06-30 09:47:05.052553,Recruitment_System,edit,2.39,9,0,
5043,EMP037,Finance,2026-06-30 09:47:37.052553,Budget_Sheets,view,1.64,9,0,
798,EMP005,IT_Admin,2026-06-30 09:47:42.052553,User_Access_Manager,view,2.4,10,0,
3038,EMP025,Engineering,2026-06-30 09:48:01.052553,Cloud_Infra_Console,edit,1.17,6,0,
5039,EMP037,Finance,2026-06-30 09:50:06.052553,Payroll_DB,view,0.5,9,0,
4213,EMP033,Sales,2026-06-30 09:52:25.052553,Sales_Dashboard,edit,0.97,6,0,
2519,EMP021,Engineering,2026-06-30 09:54:05.052553,Cloud_Infra_Console,view,1.05,6,0,
5038,EMP037,Finance,2026-06-30 09:55:37.052553,Tax_Records,edit,0.24,9,0,
6133,EMP045,IT_Admin,2026-06-30 09:56:39.052553,Backup_System,view,0.11,10,0,
5574,EMP041,HR,2026-06-30 09:56:40.052553,Performance_Reviews,view,1.65,9,0,
5721,EMP042,Engineering,2026-06-30 09:56:52.052553,Source_Code_Repo,edit,1.12,6,0,
1569,EMP013,Sales,2026-06-30 09:57:50.052553,Sales_Dashboard,edit,0.16,6,0,
6548,EMP048,IT_Admin,2026-06-30 09:58:06.052553,Server_Logs,edit,0.53,10,0,
5825,EMP043,IT_Admin,2026-06-30 09:59:57.052553,User_Access_Manager,view,2.46,10,0,
418,EMP003,Engineering,2026-06-30 10:01:22.052553,Source_Code_Repo,view,1.4,6,0,
4561,EMP035,Finance,2026-06-30 10:03:46.052553,Tax_Records,view,2.92,9,0,
5047,EMP037,Finance,2026-06-30 10:04:00.052553,Budget_Sheets,download,0.86,9,0,
2240,EMP018,Engineering,2026-06-30 10:04:07.052553,CI_CD_Pipeline,edit,0.05,6,0,
424,EMP003,Engineering,2026-06-30 10:04:45.052553,Bug_Tracker,view,3.97,6,0,
60,EMP001,IT_Admin,2026-06-30 10:04:56.052553,User_Access_Manager,view,2.44,10,0,
1476,EMP012,Sales,2026-06-30 10:05:49.052553,Pricing_Sheets,view,0.57,6,0,
2910,EMP024,Marketing,2026-06-30 10:07:03.052553,Analytics_Portal,view,0.03,4,0,
4436,EMP034,IT_Admin,2026-06-30 10:07:56.052553,All_Systems_Console,view,2.77,10,0,
6545,EMP048,IT_Admin,2026-06-30 10:08:08.052553,User_Access_Manager,download,3.91,10,0,
64,EMP001,IT_Admin,2026-06-30 10:08:16.052553,All_Systems_Console,edit,0.41,10,0,
4427,EMP034,IT_Admin,2026-06-30 10:09:51.052553,Server_Logs,view,2.58,10,0,
61,EMP001,IT_Admin,2026-06-30 10:10:28.052553,Server_Logs,edit,1.6,10,0,
2522,EMP021,Engineering,2026-06-30 10:10:36.052553,Source_Code_Repo,view,1.24,6,0,
4215,EMP033,Sales,2026-06-30 10:13:15.052553,Sales_Dashboard,view,0.76,6,0,
2292,EMP019,HR,2026-06-30 10:15:33.052553,Recruitment_System,download,8.57,9,0,
2523,EMP021,Engineering,2026-06-30 10:18:35.052553,Bug_Tracker,edit,0.01,6,0,
5411,EMP039,Engineering,2026-06-30 10:19:21.052553,Cloud_Infra_Console,edit,0.99,6,0,
1877,EMP015,IT_Admin,2026-06-30 10:19:23.052553,Backup_System,view,0.66,10,0,
794,EMP005,IT_Admin,2026-06-30 10:20:25.052553,All_Systems_Console,view,0.73,10,0,
597,EMP004,HR,2026-06-30 10:22:41.052553,Performance_Reviews,edit,0.07,9,0,
2517,EMP021,Engineering,2026-06-30 10:22:51.052553,Bug_Tracker,view,0.62,6,0,
257,EMP002,Finance,2026-06-30 10:24:54.052553,Budget_Sheets,view,2.37,9,0,
1572,EMP013,Sales,2026-06-30 10:27:38.052553,CRM_System,view,0.21,6,0,
6130,EMP045,IT_Admin,2026-06-30 10:27:54.052553,Server_Logs,view,2.23,10,0,
4218,EMP033,Sales,2026-06-30 10:28:08.052553,Customer_Contracts,edit,0.07,6,0,
4563,EMP035,Finance,2026-06-30 10:28:28.052553,Tax_Records,view,0.5,9,0,
3287,EMP027,Finance,2026-06-30 10:29:25.052553,Invoice_System,view,0.29,9,0,
256,EMP002,Finance,2026-06-30 10:29:54.052553,Tax_Records,view,2.3,9,0,
4438,EMP034,IT_Admin,2026-06-30 10:30:31.052553,User_Access_Manager,view,0.09,10,0,
1205,EMP009,Finance,2026-06-30 10:34:27.052553,Tax_Records,edit,0.21,9,0,
63,EMP001,IT_Admin,2026-06-30 10:35:19.052553,All_Systems_Console,download,11.04,10,0,
1750,EMP014,IT_Admin,2026-06-30 10:35:45.052553,All_Systems_Console,edit,1.63,10,0,
5719,EMP042,Engineering,2026-06-30 10:36:15.052553,Bug_Tracker,edit,0.19,6,0,
4220,EMP033,Sales,2026-06-30 10:37:15.052553,Sales_Dashboard,view,0.56,6,0,
5722,EMP042,Engineering,2026-06-30 10:39:42.052553,CI_CD_Pipeline,edit,0.88,6,0,
3133,EMP026,Sales,2026-06-30 10:40:25.052553,Pricing_Sheets,view,0.22,6,0,
1211,EMP009,Finance,2026-06-30 10:42:07.052553,Invoice_System,view,1.02,9,0,
4773,EMP036,HR,2026-06-30 10:42:47.052553,Performance_Reviews,download,10.63,9,0,
5474,EMP040,IT_Admin,2026-06-30 10:42:51.052553,User_Access_Manager,view,0.51,10,0,
